T0.A,T0.B,T0.C,T1.A,T1.B,T1.C,T10.A,T10.B,T10.C,T11.A,T11.B,T11.C,T2.A,T2.B,T2.C,T3.A,T3.B,T3.C,T4.A,T4.B,T4.C,T5.A,T5.B,T5.C,T6.A,T6.B,T6.C,T7.A,T7.B,T7.C,T8.A,T8.B,T8.C,T9.A,T9.B,T9.C,sum.taxonomy
0,0,0,0,0,0,0,0.7379868558488215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus muroadsi
0.15261754280789838,0.15922600553631125,0,0.49091343422044414,0,0.1429384919037791,0.30430334070120585,0.23711804935219,0,0.46907432837810814,0.7307633981576255,1,0.21999639479408267,0.6768491188741517,0.33091915806244065,0.3890835949802437,0.38835072326867814,0.3213534343893272,0.6028946135831382,0.35575645245527315,0.5159199624236731,0.82228482722934515,0.22193306478878683,0.8791652898036433,0.12860822369477481,0.41302365266759106,0.24890798463577965,0.5045335666477099,0.43497230329282144,0.3523396205664009,0,0.6501856331050562,0.5983329417560348,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
0,0,0,0,0,0,0,0,0.9310146518126415,0.7268325971251038,0,0,0,1,0.4916734742582735,0,0,0,0.7257857759151978,0.15809264942687812,0,0,0,0,0,0.8450556610824947,0,0,0,0,0,0,0,0,0,0,NA
0.2594239282331859,0.23277701566484624,0.29662187990214917,0.12436050775762512,0,0,0.14354935124948962,0.05720622446250901,0.02817867520397549,0.3543749320432154,0,0,0.34650784119365136,0.09638859398773844,0.21995505250905847,0.10271330304180762,0.7963875051545081,0.5927655517819812,0.7608730814057572,0.5383883074022344,0.3491996569784321,0.06739647534207832,0.1707430067343661,0.005666660438716134,0.4081857718273455,1,0,0.31297327526880747,0.14387517344510412,0.5216956117156076,0.7334626318978964,0.3909967894343616,0,0.420595265462489,0.0981626662294418,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
0,0,0,0,0,0,0,0.9660161082710993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0.38695564432213936,0,0.323856859320402,0.4028362454699706,0,0,0,0,0.3542390392449589,0.6372271575873205,0.33899514846050466,0,0,0,0.3731815435042277,0.5586721072037899,0,1,0.3084983979154221,0.7099163438708703,0.4363235864464571,0.33352901469606905,0.3419083724680837,0.5280337237659681,0.31725269385713933,0.6837256090625908,0.7930294399584037,0,0.6273365088684725,0,0,0,NA
0,0,0,0,0,0,0.31103478833076426,0.19139223179646345,0.3597215625534166,0.25201419693039573,0.3766898539008664,1,0,0,0.1473649494772285,0,0,0,0,0.10511066562764648,0.1326426389591118,0,0.07954943386052259,0,0.08679202235998604,0,0.3344205605675781,0,0,0,0,0,0,0,0.10131898221162787,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
0,0,0,0,0,0,0,0,0.43886685692720784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha
0,0,0,0.024339981832589244,0,0.03373720526632687,0,0,0,0.03945778614759016,0.03815506653019447,0.19548402321353658,0,0,0,0,0,0,0.047927034543325524,0,0,0,0.07513354778257551,0.051483321504613204,0.10893291083682141,0,1,0,0.004236931746499012,0,0,0.00917510563893341,0.251979991663193,0.17976115650534255,0,0,NA
0.22098305478397687,0.20044500725756215,0.1674991783157818,0.3317509639618769,0.22166337504981853,0.10234394105150206,0.9263624355783717,0.6476989437421294,0.7745994758784213,0.5552418916986989,0.7217505653673861,0.7248638860659815,0.3775742045069981,0.5176543025904238,0.43367628291035076,0.8226868837072832,0.6604659163099572,0.3204663065939576,0.3953336850290905,0.46188671128178677,0.44971901676655085,0.7268458289766079,0.21693171944335457,0.6246331325810727,0.3746667419420823,0.6298243218922106,1,0.2296134320523144,0.36963623010658986,0.5915290870154775,0.7819352883606965,0.3731243253421481,0.5483192977221665,0.5771331247890052,0.2702445213318471,0.18919595971483574,NA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Bythitidae;Cataetyx;Cataetyx rubrirostris
0.09032561583464462,0,0,0,0,0.05174670287906768,1,0.7063288488165339,0.8593962277764909,0.739901756248741,0.8923950500500686,0.9411091932813921,0.10944311889617704,0.20223856388772177,0.16249090947099565,0.2988795519281911,0.27017351286955243,0.13607962606727528,0,0.1232194950496226,0,0,0.06753249144551741,0.2509363990642927,0.16021786483618167,0.23733400333196567,0.5531196654142936,0,0,0.2614482718231891,0,0,0,0,0.14307827412330004,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Mycteroperca;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Labrisomus;Labrisomus xanti
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6387419207447238,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon anchorago
0.057627284261892675,0,0.09983431081187702,0.14862629149665194,0.07155152380380202,0.020729804872552493,0.09320050079028885,0.1623101129357239,0.1053114091351972,0,0,0.15630585387976856,0.06877344867751951,0.11507578469035755,0.10520257945652314,0.5355958380295192,0.27487467806190086,0.2984218658177304,0.07852996447968794,0.16291059396755492,0.14280232025252662,0.3084670369259058,0.07670373563251295,0.13877255995794874,0.4087451038182986,0.5692843114696936,1,0.18776559510922716,0,0.30814512222265866,0.2342739882430994,0.1302920776446714,0.13554049473271135,0.21030912866637755,0.09770996930060641,0.19769490994424044,NA
0.08803256459632174,0.12146664380711604,0.09491668746307183,0.11695775302825953,0.07004883263559578,0.11626141801283611,0.23846827564886122,0.29079055922325864,0.09302964841798671,0.10072299308948385,0.07704890398514312,0.4255551600375624,0.05300213918723936,0.2128792062281851,0.14775759632718688,0.14231099796889135,0.13264728159110467,0.13624286108084208,0.08974492868468445,0.15244534123996448,0.30384484229683756,0.11553163596760796,0.10401286986277151,0.11248280842436072,0.03578333910229682,0.13759330163934128,1,0.07519338351013675,0.09100526457211591,0.18459159725422758,0.03684112927919108,0.011542820408176623,0.12447096858006938,0.1159583209870509,0.08535664663518756,0.046350913931887845,Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
0,0,0,0,0,0.3673858462956446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42455389350008743,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0.10546559469966267,0,0,0.37413576874841314,0.1692329116450993,0.2795015903822309,0.2721236234483646,0.29414731937961675,0.1638661589227385,0.27081576253838285,1,0.29504724822643896,0,0,0,0,0,0.37070342993754885,0.4212448228535339,0.34428252700798495,0.529345857528891,0,0.5142900402176485,0.14640668322396241,0.12026967158644342,0,0.3128308324948598,0.258625678119349,0,0,0,0,0,0.25814121388918704,0,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Amblygaster;Amblygaster sirm
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
0.12313862815567637,0,0,0,0.2854871090092793,0.16384638565933382,0.5937635300943296,0.44698894831458275,0,0.2650183681448264,0,0,0.4331643000600976,0.6326492754663873,0.5846562270472316,0.9115246575613107,0.6789322003180583,0.4291195164434601,0.7241421749618471,0.5955287268369508,0.46060748395177703,0.9904756133123866,0.2928886170199527,0.9731155143788217,0.5475892536901176,0.7653905166560122,1,0,0.5171652328555478,0.8258844492003689,0.7329563065603675,0,0.723126855682087,0,0.3361531038438655,0,NA
0,0.06723427389416078,0,0.04448211499331656,0,0.02470186257481174,0,0.21103283843975637,0.0884758839884537,0,0,0,0,0.01753564261283049,0.03089242029940309,0,0,0,0,0,0,0.30832348175690566,1,0.13096511419480647,0,0,0,0,0.007784100661584089,0,0,0,0,0,0.1508570148779632,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus leptorhynchus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3995285694906914,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
0,0,0,0,0,0,0,0,0,0,0,0,0,0.45660089517227725,0,0,0,0,0,0,0,0,0,0,0,0.0668574870436803,0,1,0,0,0,0,0.7720254877285184,0,0,0,Eukaryota;Chordata;Actinopteri;Anguilliformes;;;
0.07326955323506584,0.09859933878345724,0,0.1819703436115835,0.21732526984035533,0,1,0.9109291581795583,0.7400798765516537,0.331928522191073,0.40030524181999433,0.5697021122601362,0.14796187386560164,0.3081812335451201,0.27515469130890147,0.18191936217033824,0.20292316449258685,0.2333318131958269,0.3887009962051746,0.48601583912197416,0,0.718301351193096,0.3484118881346153,0.5414357346404968,0.23065970440369157,0.1960837061151029,0.34466105286038895,0.34218314122064347,0.34112733131249534,0.4779253001657465,0.5139090414719143,0.7123310164252776,0.5351847862067683,0,0.2614463907805608,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8106180350394019,0,0,0,0,0.6292997742981572,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0.41717175394619804,0,0,0.2235206360170158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9468516691133719,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0.3403973637927369,0.32793661662986356,0,0.1455918558053444,0.26683126925028405,0,0,0,0,0.570059165434888,0.43503902277020157,0.26117374919574743,0.23821139782245362,0,0,0,0,0,0,0.27970122004231024,1,0,0,0,0,0.5125467849783422,0.5068577582256438,0,0,0,0,0.24400470257666076,0,NA
0,0,0,0.43498133170783293,0.5715857041907422,0.7348687092513803,0,0,0.2952899611799383,0,0.34233263712930384,0,0.3834845413924166,0.051311342008938596,0.3476185684167716,0.03575703916994606,0.05503101433556982,0,0.15373836958237785,0,0.044544317834503896,0,0,0,0,0,0,0,0.038284508626998975,0.03303431543875565,0,0.03739671424444844,0,0,0,1,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
0.4771538077709444,0.14355870293778353,0.2129844416752266,0.17287049424649023,0.06779028089328867,0.05692943469126223,0,0.0675564548117554,0.2234927946813946,0.07806099691762278,0,0,0.11656558354342597,0,0.05444444009107356,0,0,0.26370103021007085,0.07077031602990819,0.17229589377237728,0.08627596859045829,0,0.09733936916826559,0.20921358200050436,0,0,0.4501857497867996,0.18791007441369895,0,0.05024825806862019,0,0.06981920840642096,0,1,0.2991248677180891,0,Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
0,0,0,0,0,0,1,0.9675188005044696,0.6588819458053471,0,0,0,0.2133480638803827,0.3414064875049395,0,0,0,0,0,0,0,0,0.23778716538144998,0.3896455760269581,0.20722062096230442,0,0,0.3211003650189347,0,0,0.4885792289514384,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
0,0,0,0,0,0,0.44186947232224183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9710151960512451,0,0,0,1,0,0,0,0,0,NA
0.10568138979523016,0,0,0.7889965286282657,0,0,0,0,0,0,0,0,0,0.8512159456222864,0.7368097887152654,0,0,0.19007551804332487,0,0,0,0,0.5535234988306622,0,0,0,0.17661083944778155,0,0,1,0.7157356693018345,0.7165048009587048,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
0.11493957144225045,0.1521393120116441,0,0,0.21280815634940786,0,0,0,0,0,0,0,0.320299846311407,0.43058236641274195,0.3451303995560866,0.7384636522795752,0.5595750490762459,0.4569640062597809,0.3557713158122995,0.26417043523792944,0.49603882887114453,0.5782658413026952,0.20402945618119353,0.4758825539521069,0.29609250199532067,0.5363532029597056,1,0,0.27492979332838036,0,0.37513317039543775,0.3572174462091408,0.2858514279939874,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0.06490720012969148,0.0347077839894737,0.020710449664579186,0,0,0,0,0,0.029772651141655337,0,0.21023341835397966,0.14469821596213078,0.160832268612063,0.886907632915302,0,0,0,1,0.40135884632065766,0.5111315174206366,0.6157988181365778,0.35716153371048265,0.07534523305688992,0.09104003574799555,0.6182591917619443,0.20930883458925043,0,0.10173164471342333,0.17498974641121315,0.024883435907411145,0,0.3410473792365778,0.23987856349214248,0.3748661948717508,0,0.04809043227462606,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Microlepidotus;Microlepidotus inornatus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.30949618080418206,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31407862094893463,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
0,0,0,0,0.25891036238605086,0,0,0,0,0,0,0,0,0.4135757458886485,0.18449489972909908,0,0.25284031364151927,0,0,0.31012245184746073,0,0.8188679291941079,0.2577691939913911,0,0.19986845329833097,0,0,0,0,0.34358184450337675,0,1,0.8053795630877479,0,0,0,NA
0,0,0,0,0,0,1,0,0,0.5310355519867139,0,0,0,0,0,0,0.6728179943590998,0,0,0.46554199263561447,0,0.8562684277287114,0.294421950829148,0,0.34481932797166803,0,0,0,0,0.7618380476362694,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus niger
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3799212882745154,0.6742725980064871,1,0,0,0,0,0,0,0,0,0,NA
0.039211575078598945,0.06571416489846657,0.03785481514776941,0.5394516130165808,0.5909734059555942,0.28887323213947524,0.08363926613158378,0.08341633301131775,0.08846216523243117,0,0,0.07569602471364462,0.5011645725518558,0.7252787778777877,0.4871597558971559,0.16251421675869318,0.19021751549549562,0.14973926201839133,0.43847607737208144,0.5539478260677536,0.4915536530167812,0.9356503792016642,0.3519728627744393,0.9364670838978859,0.11641445905426828,0.17467714664385406,0.16559775840597757,0.27080262796829574,0.2542550149291391,0.8044564701177294,1,0.6739557806684063,0.8147112777706964,0.09286612193588938,0.16358030878065608,0,NA
0,0,0,0,0.8658826941366893,0,0,0,0,0,0,0,0,0.8526261176177112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7099098341370935,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus xanthopterus
0,0,0,0.2953664734162642,0.24387867015853737,0,0,0.4601119490100601,0,0,0,0.33145173265364086,0,0.2525986113491723,0.26879866379573103,0,0,0,0,0.31709886717267477,0,0,0.1574694391904347,0,0,0,0,0,0,0.36572682254832206,0,1,0,0,0.17257231265204745,0,NA
0,0,0,0,0,0,0.621421245892419,0.39557624758013893,0.5698594343006559,0,0,0,0.3845506595734768,0,0.4601603506299374,0.5160679592151152,0.5887615174633163,0,0,0.6253051631787984,0,0,0.317089387914682,0.6520217150399065,0,0.7685376816093676,1,0.3589987589824116,0.5404540937271055,0.7521173706881998,0,0.6768330559752143,0,0.674964438122333,0.4569708843853197,0,NA
0.13386020457866538,0,0,0,0,0,0.467103684834762,0,0,0,0,0,0.22016992537223753,0,0.39573225282637337,0.5774484112799606,0.7149823085359313,0,0,0.3775940008866433,0.459853657820573,0,0.23361173095313997,0.7411618168914125,0.30522578495498487,0,0.9808482613277134,0,0,0.7807959857025021,1,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chordata;Actinopteri;Lutjaniformes;;;
0.10693423671649449,0.1498321665086071,0.024593946539903103,0.33186158923010034,0.3760292108392139,0.16762796805626712,0.5673507267293482,0.45142223076243804,0.37298223908258304,0.19861455767712155,0.29372046936796503,0.5792805217829285,0.4637861008185376,0.7236732405503141,0.5435398954512503,0.400950196816664,0.424711456449775,0.35925020700645194,0.5145183447496819,0.7894566405180378,0.555481192603731,1,0.4633203536100948,0.8364265001012239,0.349587083295374,0.406108330053765,0.38600089501949464,0.566173900699644,0.4690911732311898,0.7104491975612256,0.9158245695318044,0.5559878410269115,0.5159899314876861,0.17592706093756974,0.4444395202360543,0.03121537249919004,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;
0,0,0,0,0,0,0.27203500707737976,0,0,0,0,0,0,0.44464374995843603,0,0,0,0,0,0,0,0,0,0,0.34551094164873203,0,1,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
0,0,0,0,0,0,0.855939609660427,1,0.440648157405607,0,0,0,0,0.7952231598763211,0,0,0,0,0,0.6036627053817878,0,0,0.3703697831080142,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha
0.2571410738353207,0.09586370060298695,0.0214729197670844,0.0019038989984780303,0,0,1,0.040126698995764765,0,0,0.23156991005559016,0,0,0.2223659244292376,0,0.29676641910545914,0,0,0,0,0,0.1375819750301529,0.18486238564533036,0.08793700047854665,0,0.4257821542163715,0,0.9493710691228604,0.1843508513634385,0,0,0.07176864205176438,0.0541282258578821,0,0,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Chirolophis;Chirolophis decoratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Mycteroperca;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09090030920384182,0,0.04722019540788074,0,0.07996610106641039,0,0,0.2048296756400963,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
0,0,0,0,0,0.1596252327954933,0.9768643035785319,0.9463093581028592,0,0,0,0,0,0.7311580214625235,0,0,0,0,0,0.6972137988862752,0,0,0,1,0.2269516178848927,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0.25120872496647545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11969896467131431,0.3691490521595129,0,0,0,0,0,0,0,0,1,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
0,0.011555148259136533,0,0.014763906694174,0,0,0.033573189318368876,0.14268894867806187,0,0,0,0.08705280658411983,0.0546069126455136,0,0,0.05814207892771022,0.03716393751944996,0,0.18223495898215483,0.3541594116469912,1,0.36446260148075443,0,0.24945215404053672,0,0,0,0.05273008975097788,0,0.04726766895153707,0,0.1480504841603016,0,0,0.0436467836810452,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pteroplatytrygon;Pteroplatytrygon violacea
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
0.18694994457293532,0,0,0,0,0,0.38517436662889243,0.24859039683276996,0,0,0,0,0.3209162515520897,0,0,0.6245980395974116,0.6863262747795925,0,0,0.3563541601873741,0,1,0.20093821787391206,0,0,0.6860910295018376,0.7763449787311917,0.34431828676546294,0.4078352811941272,0.5796652252522475,0.5242189557456192,0,0,0,0.34281367978939614,0.2768058209088932,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
